NAME                                   READY   STATUS                       RESTARTS   AGE     IP             NODE     NOMINATED NODE   READINESS GATES
job.batch/theta-dns-health-29368435   Running   0/1           36h        36h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=bf305bc1-57ee-4329-bd93-58b25304087d
job.batch/theta-dns-health-29368440   Running   0/1           36h        36h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a29fcb71-3590-4b88-a77f-b7714056e363
job.batch/theta-dns-health-29368445   Running   0/1           36h        36h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2d5be097-3d2a-4ca9-8959-96b79ce17f34
job.batch/theta-dns-health-29368450   Running   0/1           36h        36h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3360d88d-6a50-4926-9e72-65c6d5633ffa
job.batch/theta-dns-health-29368455   Running   0/1           36h        36h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a018b77d-9ea7-4a71-868a-261052f04672
job.batch/theta-dns-health-29368460   Running   0/1           35h        35h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1011b16f-7134-4686-9224-4b3f9acef0e9
job.batch/theta-dns-health-29368465   Running   0/1           35h        35h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=b5a1fd6b-bac9-4ef4-9c12-a19df1a0e488
job.batch/theta-dns-health-29368470   Running   0/1           35h        35h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f1ea61ad-d2c8-4801-a70c-20e2e2016a1b
job.batch/theta-dns-health-29368475   Running   0/1           35h        35h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8e6bf393-dc5d-4324-8ace-741fcd433089
job.batch/theta-dns-health-29368480   Running   0/1           35h        35h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=181b4c90-8bab-474e-a8f2-69559ad06028
job.batch/theta-dns-health-29368485   Running   0/1           35h        35h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d22a2005-4b95-4438-9d3e-f7dbd66fd807
job.batch/theta-dns-health-29368490   Running   0/1           35h        35h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=7b311f8d-8f96-4276-884e-08e3b6e20d60
job.batch/theta-dns-health-29368495   Running   0/1           35h        35h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ac7e48d3-9cae-48e5-9146-788b27322145
job.batch/theta-dns-health-29368500   Running   0/1           35h        35h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8df624dc-1d25-4b0a-940b-80103f07294c
job.batch/theta-dns-health-29368505   Running   0/1           35h        35h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1f657754-fb50-4560-8eb8-58ad525eee50
job.batch/theta-dns-health-29368510   Running   0/1           35h        35h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0fbb0455-5a37-4d6e-ad0f-b3bd257df5e9
job.batch/theta-dns-health-29368515   Running   0/1           35h        35h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0338b6e6-4d51-4d29-a442-2a17ca6f69cb
job.batch/theta-dns-health-29368520   Running   0/1           34h        34h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3ed1cfc9-74ad-413f-9e83-2eb7fab06160
job.batch/theta-dns-health-29368525   Running   0/1           34h        34h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=42a51fb0-b839-47bf-a5aa-18d52e64a50a
job.batch/theta-dns-health-29368530   Running   0/1           34h        34h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e858d187-be5b-4f97-a268-be9c6ff2a9dc
job.batch/theta-dns-health-29368535   Running   0/1           34h        34h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=118134b7-54d4-4f70-a6a1-15b8c1375167
job.batch/theta-dns-health-29368540   Running   0/1           34h        34h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a851eead-b212-49c8-85e4-a4a206d2d329
job.batch/theta-dns-health-29368545   Running   0/1           34h        34h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=54ffc51f-4275-49c1-b988-bb28a17411c5
job.batch/theta-dns-health-29368550   Running   0/1           34h        34h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=76eaa84d-51b3-4e0c-8494-2b8b92b0462b
job.batch/theta-dns-health-29368555   Running   0/1           34h        34h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=14fd4cb5-b02f-4802-889b-ca389aba47dd
job.batch/theta-dns-health-29368560   Running   0/1           34h        34h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5b8bec61-5765-4014-8b61-07d5bfa740c3
job.batch/theta-dns-health-29368565   Running   0/1           34h        34h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1b4ecfef-64aa-4efe-a557-249469d1176e
job.batch/theta-dns-health-29368570   Running   0/1           34h        34h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a78b160f-880e-4174-be8e-1d7a5469f820
job.batch/theta-dns-health-29368575   Running   0/1           34h        34h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=af174759-5e2b-4917-9696-ce7c67e55b3b
job.batch/theta-dns-health-29368580   Running   0/1           33h        33h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=25244d2a-51c9-45fd-b0f2-0edc58c2d537
job.batch/theta-dns-health-29368585   Running   0/1           33h        33h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f69ebb5c-102b-4aa3-a799-78e8260cef25
job.batch/theta-dns-health-29368590   Running   0/1           33h        33h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f9042d0d-22a2-4c06-ba15-a2b7c2a333b7
job.batch/theta-dns-health-29368595   Running   0/1           33h        33h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=97d93a32-59b2-46b0-a3df-0315486fc3a0
job.batch/theta-dns-health-29368600   Running   0/1           33h        33h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=307cedcf-9a74-400c-a412-504f7a006a31
job.batch/theta-dns-health-29368605   Running   0/1           33h        33h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=17c285e1-c14c-4b1c-b83d-abef3df393da
job.batch/theta-dns-health-29368610   Running   0/1           33h        33h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=625e445c-10c6-45ff-9c82-c22a016be61f
job.batch/theta-dns-health-29368615   Running   0/1           33h        33h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=96fccec8-30d1-484a-8c47-f8e43c6b649f
job.batch/theta-dns-health-29368620   Running   0/1           33h        33h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ec1091e0-01a0-4e3d-bd89-6fe8d5f250e0
job.batch/theta-dns-health-29368625   Running   0/1           33h        33h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1d450145-dd17-485f-802a-b9dd9b7b48a9
job.batch/theta-dns-health-29368630   Running   0/1           33h        33h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=16c1a425-9f5a-49ac-ad10-a6fa4dcce210
job.batch/theta-dns-health-29368635   Running   0/1           33h        33h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=b72e8371-70b9-4360-a6e9-196d3ed953fa
job.batch/theta-dns-health-29368640   Running   0/1           32h        32h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=6d54fb12-be52-462d-af5f-dc64ad1ecf3e
job.batch/theta-dns-health-29368645   Running   0/1           32h        32h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=af81e304-abd3-416c-968c-f75135c32221
job.batch/theta-dns-health-29368650   Running   0/1           32h        32h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=36f45967-621d-4ad0-b9e8-0561d6ee35de
job.batch/theta-dns-health-29368655   Running   0/1           32h        32h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=b7904c70-84ea-42dc-9deb-3110f42c960c
job.batch/theta-dns-health-29368660   Running   0/1           32h        32h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=697f15a7-cc90-4838-a33e-9afc2703b54e
job.batch/theta-dns-health-29368665   Running   0/1           32h        32h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c44f4197-9dc3-477a-8a57-481b46a0cfbe
job.batch/theta-dns-health-29368670   Running   0/1           32h        32h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=400f1aa7-5be4-4237-af8c-e51cc4deb668
job.batch/theta-dns-health-29368675   Running   0/1           32h        32h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=84a15dba-e760-495e-babe-b9b296e42351
job.batch/theta-dns-health-29368680   Running   0/1           32h        32h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=64052073-53a0-4b3b-9564-e8fdd3f50733
job.batch/theta-dns-health-29368685   Running   0/1           32h        32h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=fdc75da1-8486-4609-8f05-58446b7b3fe8
job.batch/theta-dns-health-29368690   Running   0/1           32h        32h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d5cbc133-196c-46bf-852e-f235689054e4
job.batch/theta-dns-health-29368695   Running   0/1           32h        32h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9816f5fb-f12c-4bab-b4b5-8fc7b38445e4
job.batch/theta-dns-health-29368700   Running   0/1           31h        31h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5c6f3617-b945-4d76-8028-73dbb1cfd416
job.batch/theta-dns-health-29368705   Running   0/1           31h        31h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2e200622-1530-4703-a55c-5acb7e4dbaa2
job.batch/theta-dns-health-29368710   Running   0/1           31h        31h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ce40f056-14b2-4bd8-969e-bc7aaed7b3d1
job.batch/theta-dns-health-29368715   Running   0/1           31h        31h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4f8ccda3-6127-4124-9eb8-e09a1d1b5257
job.batch/theta-dns-health-29368720   Running   0/1           31h        31h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=57a3cbeb-456a-41af-8513-28068324aaff
job.batch/theta-dns-health-29368725   Running   0/1           31h        31h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a6215833-a161-4edb-8c44-fe9db2899d2e
job.batch/theta-dns-health-29368730   Running   0/1           31h        31h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3a318efa-4621-460b-852a-574c36d2101a
job.batch/theta-dns-health-29368735   Running   0/1           31h        31h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5b4a21f5-edc3-45bd-a76d-08c208c9d087
job.batch/theta-dns-health-29368740   Running   0/1           31h        31h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=96b3492c-6d42-4a89-9855-067d09d1664e
job.batch/theta-dns-health-29368745   Running   0/1           31h        31h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9e15d3cc-ff9c-498a-8831-7b7980187560
job.batch/theta-dns-health-29368750   Running   0/1           31h        31h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=7d237cb0-0b15-4e31-92dd-95f011f9e301
job.batch/theta-dns-health-29368755   Running   0/1           31h        31h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9c912379-bd30-4d11-8148-694bfd5a75da
job.batch/theta-dns-health-29368760   Running   0/1           30h        30h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2ac31eb7-c872-4990-80c3-0641aab3ed2d
job.batch/theta-dns-health-29368765   Running   0/1           30h        30h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ee154c4e-c0ba-4d87-bc0d-de2a8a180867
job.batch/theta-dns-health-29368770   Running   0/1           30h        30h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2fc265c6-de24-43f8-9bd8-3b1682c659c2
job.batch/theta-dns-health-29368775   Running   0/1           30h        30h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e5a4145f-993c-4d5f-a162-04f95c8af1d5
job.batch/theta-dns-health-29368780   Running   0/1           30h        30h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8f9e8ced-62be-425c-87c2-9ef29904b11e
job.batch/theta-dns-health-29368785   Running   0/1           30h        30h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d5b4b0ab-d67a-42ec-bde9-da4ab39a8c36
job.batch/theta-dns-health-29368790   Running   0/1           30h        30h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=970e4f9e-bb90-46c8-8b1f-930fc40eed4e
job.batch/theta-dns-health-29368795   Running   0/1           30h        30h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=104a5176-d6ac-4946-95f0-1f07aa6f1482
job.batch/theta-dns-health-29368800   Running   0/1           30h        30h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ae951448-1a75-42da-9c25-2172e1ddc91b
job.batch/theta-dns-health-29368805   Running   0/1           30h        30h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=7f34787d-50b9-4342-8d96-94cbab069880
job.batch/theta-dns-health-29368810   Running   0/1           30h        30h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=7eba3965-d327-4728-b6a5-037414aba4f7
job.batch/theta-dns-health-29368815   Running   0/1           30h        30h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=6d5f88d4-1dfc-43cd-9d2f-e384a65046c6
job.batch/theta-dns-health-29368820   Running   0/1           29h        29h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=61b5842b-accc-439e-8edf-a12c1593db02
job.batch/theta-dns-health-29368825   Running   0/1           29h        29h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=55961c74-4037-44cd-8dd5-47ade672e341
job.batch/theta-dns-health-29368830   Running   0/1           29h        29h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=11739b16-9ffd-4457-bf21-e91d9b7d0774
job.batch/theta-dns-health-29368835   Running   0/1           29h        29h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4e3ab752-d0c9-4d63-85fe-b9a4fa91d782
job.batch/theta-dns-health-29368840   Running   0/1           29h        29h     check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a7d82a17-6a5e-4ba2-b263-3ce9ad9c0bc7
